"go_id","NGenes","full_direction","full_p_value","full_fdr","direction_leave_out_EC","direction_leave_out_FC","direction_leave_out_TC","directionally_stable"
"GO:0051216",55,"Up",0.130906358407422,0.546830984013829,"Up","Up","Up",FALSE
"GO:0060766",14,"Up",0.131570621360157,0.546830984013829,"Up","Up","Up",FALSE
"GO:1900025",12,"Up",0.131653549112347,0.546830984013829,"Up","Up","Up",FALSE
"GO:0030878",24,"Down",0.134836376870819,0.551201068726613,"Down","Down","Down",FALSE
"GO:0030900",46,"Up",0.134174075976177,0.551201068726613,"Up","Up","Up",FALSE
"GO:0042593",97,"Down",0.134964870737586,0.551201068726613,"Down","Down","Down",FALSE
"GO:0051926",10,"Down",0.134325755294655,0.551201068726613,"Down","Down","Down",FALSE
"GO:0070328",27,"Down",0.134558729722784,0.551201068726613,"Down","Down","Down",FALSE
"GO:0071466",62,"Down",0.134844481743691,0.551201068726613,"Down","Down","Down",FALSE
"GO:1990138",22,"Up",0.133790510910025,0.551201068726613,"Up","Up","Up",FALSE
"GO:0006957",13,"Down",0.135967026806469,0.552789173188051,"Down","Down","Down",FALSE
"GO:0016050",15,"Up",0.135997174151098,0.552789173188051,"Up","Up","Up",FALSE
"GO:0030277",13,"Down",0.136263668617137,0.552789173188051,"Down","Down","Down",FALSE
"GO:0042554",17,"Down",0.136076488316756,0.552789173188051,"Down","Down","Down",FALSE
"GO:0006977",18,"Down",0.137371980407488,0.553785087601698,"Down","Down","Down",FALSE
"GO:0007158",12,"Up",0.137431801198319,0.553785087601698,"Up","Up","Up",FALSE
"GO:0007214",22,"Up",0.137244805723321,0.553785087601698,"Up","Up","Up",FALSE
"GO:0070266",15,"Down",0.137061645567355,0.553785087601698,"Down","Down","Down",FALSE
"GO:1902236",16,"Down",0.1376486390582,0.553785087601698,"Down","Down","Down",FALSE
"GO:0006469",42,"Down",0.138784777375855,0.554682580630473,"Down","Down","Down",FALSE
"GO:0006739",11,"Down",0.138600545955464,0.554682580630473,"Down","Down","Down",FALSE
"GO:0021954",16,"Up",0.138598770577316,0.554682580630473,"Up","Up","Up",FALSE
"GO:0030488",27,"Up",0.138525423982694,0.554682580630473,"Up","Up","Up",FALSE
"GO:0002028",15,"Up",0.14546138840259,0.558545894911101,"Up","Up","Up",FALSE
"GO:0006071",10,"Down",0.147060619635646,0.558545894911101,"Down","Down","Down",FALSE
"GO:0006303",31,"Up",0.146732741243089,0.558545894911101,"Up","Up","Up",FALSE
"GO:0006612",48,"Up",0.146820265142623,0.558545894911101,"Up","Up","Up",FALSE
"GO:0006812",21,"Down",0.142606716530358,0.558545894911101,"Down","Down","Down",FALSE
"GO:0007178",10,"Up",0.147870480086573,0.558545894911101,"Up","Up","Up",FALSE
"GO:0007413",16,"Up",0.146579050166481,0.558545894911101,"Up","Up","Up",FALSE
"GO:0008347",10,"Up",0.147974099267405,0.558545894911101,"Up","Up","Up",FALSE
"GO:0010842",24,"Up",0.142790363780655,0.558545894911101,"Up","Up","Up",FALSE
"GO:0014911",19,"Up",0.147817920665382,0.558545894911101,"Up","Up","Up",FALSE
"GO:0019369",23,"Down",0.148023717033843,0.558545894911101,"Down","Down","Down",FALSE
"GO:0021983",20,"Up",0.148320234843279,0.558545894911101,"Up","Up","Up",FALSE
"GO:0021987",62,"Up",0.142737882012689,0.558545894911101,"Up","Up","Up",FALSE
"GO:0030949",13,"Down",0.144365534668868,0.558545894911101,"Down","Down","Down",FALSE
"GO:0031424",50,"Down",0.149592488121584,0.558545894911101,"Down","Up","Down",FALSE
"GO:0031468",14,"Down",0.148167929983672,0.558545894911101,"Down","Down","Down",FALSE
"GO:0032502",11,"Down",0.142624519307192,0.558545894911101,"Down","Down","Down",FALSE
"GO:0033574",26,"Down",0.14236402804672,0.558545894911101,"Down","Down","Down",FALSE
"GO:0035902",22,"Down",0.149139449409848,0.558545894911101,"Down","Down","Down",FALSE
"GO:0045088",21,"Down",0.141053750000046,0.558545894911101,"Down","Down","Down",FALSE
"GO:0045089",27,"Down",0.147963858755644,0.558545894911101,"Down","Down","Down",FALSE
"GO:0045577",10,"Down",0.144399668363876,0.558545894911101,"Down","Down","Down",FALSE
"GO:0045736",16,"Down",0.144204615418373,0.558545894911101,"Down","Down","Down",FALSE
"GO:0048146",43,"Down",0.14850197938659,0.558545894911101,"Down","Down","Down",FALSE
"GO:0048148",16,"Down",0.147521234180945,0.558545894911101,"Down","Down","Down",FALSE
"GO:0048663",18,"Up",0.145742312734167,0.558545894911101,"Up","Up","Up",FALSE
"GO:0050482",19,"Down",0.140978438616125,0.558545894911101,"Down","Down","Down",FALSE
"GO:0050731",68,"Down",0.143098262018253,0.558545894911101,"Down","Down","Down",FALSE
"GO:0050930",13,"Down",0.141801621098525,0.558545894911101,"Down","Down","Down",FALSE
"GO:0051092",101,"Down",0.146812310925841,0.558545894911101,"Down","Down","Down",FALSE
"GO:0051131",14,"Down",0.143677157250338,0.558545894911101,"Down","Down","Down",FALSE
"GO:0060216",13,"Up",0.142851213613815,0.558545894911101,"Up","Up","Up",FALSE
"GO:0060816",10,"Up",0.144673034313267,0.558545894911101,"Up","Up","Up",FALSE
"GO:0060828",28,"Up",0.143389049002307,0.558545894911101,"Up","Up","Up",FALSE
"GO:0070131",15,"Down",0.149478635728382,0.558545894911101,"Down","Down","Down",FALSE
"GO:0071260",62,"Down",0.149443254721521,0.558545894911101,"Down","Down","Down",FALSE
"GO:0071346",48,"Down",0.148499945899133,0.558545894911101,"Down","Down","Down",FALSE
"GO:0086004",11,"Up",0.140981109355233,0.558545894911101,"Up","Up","Up",FALSE
"GO:0098655",39,"Up",0.147296998695465,0.558545894911101,"Up","Up","Up",FALSE
"GO:1900006",15,"Up",0.14288073213236,0.558545894911101,"Up","Up","Up",FALSE
"GO:1902966",10,"Up",0.149635134809517,0.558545894911101,"Up","Up","Up",FALSE
"GO:1990869",13,"Up",0.148891443304147,0.558545894911101,"Up","Up","Up",FALSE
"GO:2000347",11,"Down",0.143717199228377,0.558545894911101,"Down","Down","Down",FALSE
"GO:0048008",23,"Up",0.149867117838616,0.558553828754351,"Up","Up","Up",FALSE
"GO:0006346",16,"Up",0.150895997125812,0.56005541182156,"Up","Up","Up",FALSE
"GO:0019725",14,"Down",0.150961438165894,0.56005541182156,"Down","Down","Down",FALSE
"GO:0035720",17,"Up",0.150613509496773,0.56005541182156,"Up","Up","Up",FALSE
"GO:0051775",10,"Up",0.15132115965259,0.5605341737131,"Up","Up","Up",FALSE
"GO:0019722",96,"Down",0.151785537862003,0.560965453788578,"Down","Down","Down",FALSE
"GO:0019852",10,"Up",0.151899287486784,0.560965453788578,"Up","Up","Up",FALSE
"GO:0002357",11,"Down",0.152764501480797,0.561210695118082,"Down","Down","Down",FALSE
"GO:0006417",60,"Up",0.152889498011593,0.561210695118082,"Up","Up","Up",FALSE
"GO:0043086",12,"Down",0.152528767214551,0.561210695118082,"Down","Down","Down",FALSE
"GO:0070935",14,"Down",0.152459749271681,0.561210695118082,"Down","Down","Down",FALSE
"GO:0006611",27,"Up",0.15420262157579,0.562115021014681,"Up","Up","Up",FALSE
"GO:0007200",93,"Down",0.153989814819101,0.562115021014681,"Down","Down","Down",FALSE
"GO:0032780",11,"Up",0.154290375237324,0.562115021014681,"Up","Up","Up",FALSE
"GO:0071397",15,"Up",0.153994955580847,0.562115021014681,"Up","Up","Up",FALSE
"GO:1901741",13,"Down",0.154292476961643,0.562115021014681,"Down","Down","Down",FALSE
"GO:0045879",25,"Up",0.155142112078067,0.563484900366643,"Up","Up","Up",FALSE
"GO:0048245",16,"Down",0.155364149483807,0.563484900366643,"Down","Down","Down",FALSE
"GO:0050870",27,"Down",0.155117865599233,0.563484900366643,"Down","Down","Down",FALSE
"GO:0031100",32,"Down",0.15578595046451,0.564172667106942,"Down","Down","Down",FALSE
"GO:0010977",61,"Up",0.15669677298612,0.564945338807524,"Up","Up","Up",FALSE
"GO:0045022",20,"Up",0.156598902905492,0.564945338807524,"Up","Up","Up",FALSE
"GO:0060020",10,"Up",0.1566180764847,0.564945338807524,"Up","Up","Up",FALSE
"GO:0006513",40,"Up",0.156969357757745,0.565089687927881,"Up","Up","Up",FALSE
"GO:0002052",34,"Up",0.15768325795113,0.566819995297703,"Up","Up","Up",FALSE
"GO:0001778",18,"Down",0.158304785078007,0.566920599214525,"Down","Down","Down",FALSE
"GO:0006913",33,"Up",0.158307343142146,0.566920599214525,"Up","Up","Up",FALSE
"GO:0019079",11,"Down",0.158411146858709,0.566920599214525,"Down","Down","Down",FALSE
"GO:0040018",25,"Up",0.158672303201713,0.567020142323769,"Up","Up","Up",FALSE
"GO:0006911",18,"Down",0.159017284421313,0.56741850388222,"Down","Down","Down",FALSE
"GO:0034727",15,"Up",0.159350717432957,0.567774550384289,"Up","Up","Up",FALSE
"GO:0046849",13,"Up",0.159622361986827,0.567909721270849,"Up","Up","Up",FALSE
"GO:0008585",18,"Down",0.1603588111471,0.569369854265041,"Down","Down","Down",FALSE
"GO:0032728",38,"Down",0.160536774358523,0.569369854265041,"Down","Down","Down",FALSE
"GO:0045869",10,"Up",0.160909638415465,0.569369854265041,"Up","Up","Up",FALSE
"GO:0048489",16,"Up",0.160969995835425,0.569369854265041,"Up","Up","Up",FALSE
"GO:0010867",10,"Up",0.161572719749134,0.570093263088016,"Up","Up","Up",FALSE
"GO:0035725",115,"Up",0.162074975208736,0.570093263088016,"Up","Up","Up",FALSE
"GO:0048144",32,"Down",0.161796099851425,0.570093263088016,"Down","Down","Down",FALSE
"GO:1902018",16,"Up",0.16211294024437,0.570093263088016,"Up","Up","Up",FALSE
"GO:0030149",11,"Up",0.162894203214102,0.572012881228712,"Up","Up","Up",FALSE
"GO:0006904",23,"Up",0.16336989141242,0.572855463394199,"Up","Up","Up",FALSE
"GO:0000302",13,"Down",0.164457995291542,0.575011407997764,"Down","Down","Down",FALSE
"GO:0003151",45,"Up",0.164294121854001,0.575011407997764,"Up","Up","Up",FALSE
"GO:0006123",16,"Down",0.165773954442733,0.577534602259927,"Down","Down","Down",FALSE
"GO:0008104",134,"Up",0.165904103299724,0.577534602259927,"Up","Up","Up",FALSE
"GO:0034976",84,"Down",0.166130323859954,0.577534602259927,"Down","Down","Down",FALSE
"GO:0071711",20,"Up",0.165907362309676,0.577534602259927,"Up","Up","Up",FALSE
"GO:0001878",12,"Down",0.167369830625945,0.578532984951703,"Down","Down","Down",FALSE
"GO:0003376",12,"Down",0.167079661246185,0.578532984951703,"Down","Down","Down",FALSE
"GO:0033120",12,"Up",0.166799163950097,0.578532984951703,"Up","Up","Up",FALSE
"GO:0060065",15,"Down",0.167157187454335,0.578532984951703,"Down","Down","Down",FALSE
"GO:0043171",12,"Up",0.167994958645116,0.579046453202314,"Up","Up","Up",FALSE
"GO:1990253",11,"Up",0.167961650907493,0.579046453202314,"Up","Up","Up",FALSE
"GO:0006796",12,"Up",0.168672396508541,0.579287142070883,"Up","Up","Up",FALSE
"GO:0042104",19,"Down",0.168779957442875,0.579287142070883,"Down","Down","Down",FALSE
"GO:1903826",11,"Down",0.168583046057282,0.579287142070883,"Down","Down","Down",FALSE
"GO:0051642",13,"Up",0.169383157333534,0.579790000753955,"Up","Up","Up",FALSE
"GO:0071314",10,"Down",0.169403662771732,0.579790000753955,"Down","Down","Down",FALSE
"GO:0072112",12,"Up",0.169709879397011,0.580021106799911,"Up","Up","Up",FALSE
"GO:0050773",15,"Up",0.169951705069779,0.580031802415117,"Up","Up","Up",FALSE
"GO:0061028",19,"Up",0.171483179983179,0.584437766282083,"Up","Up","Up",FALSE
"GO:0030168",58,"Down",0.172212449003692,0.586101191987356,"Down","Down","Down",FALSE
"GO:0006879",53,"Down",0.17287754003709,0.58614719069915,"Down","Down","Down",FALSE
"GO:0030521",22,"Up",0.173085862682224,0.58614719069915,"Up","Up","Up",FALSE
"GO:0043647",16,"Up",0.172771458438288,0.58614719069915,"Up","Up","Up",FALSE
"GO:0061952",16,"Down",0.17319081601728,0.58614719069915,"Down","Down","Down",FALSE
"GO:1904263",42,"Down",0.173645133257521,0.586867418380774,"Down","Down","Down",FALSE
"GO:0099149",20,"Up",0.174189980296744,0.587891183501512,"Up","Up","Up",FALSE
"GO:0006809",20,"Down",0.174852669837239,0.589303763127066,"Down","Down","Down",FALSE
"GO:0007417",129,"Up",0.175247445388288,0.589303763127066,"Up","Up","Up",FALSE
"GO:0035774",30,"Down",0.175578569754731,0.589303763127066,"Down","Down","Down",FALSE
"GO:0045862",18,"Down",0.175358715953538,0.589303763127066,"Down","Down","Down",FALSE
"GO:0031113",10,"Up",0.175872194175773,0.589475078409832,"Up","Up","Up",FALSE
"GO:0034198",43,"Up",0.177835714592033,0.591973680080328,"Up","Up","Up",FALSE
"GO:0035924",28,"Down",0.177091747810814,0.591973680080328,"Down","Down","Down",FALSE
"GO:0042273",25,"Down",0.177390765533669,0.591973680080328,"Down","Down","Down",FALSE
"GO:1903241",23,"Down",0.177758074338038,0.591973680080328,"Down","Down","Down",FALSE
"GO:2001238",33,"Down",0.177460486841105,0.591973680080328,"Down","Down","Down",FALSE
"GO:0006914",120,"Down",0.179563071970807,0.595277305442101,"Down","Down","Down",FALSE
"GO:0030490",16,"Down",0.179420469397693,0.595277305442101,"Down","Down","Down",FALSE
"GO:0070231",11,"Up",0.179076687436814,0.595277305442101,"Up","Up","Up",FALSE
"GO:0042147",59,"Up",0.179861480611082,0.595454220551676,"Up","Up","Up",FALSE
"GO:0000462",19,"Down",0.180655465049895,0.596457581618541,"Down","Down","Down",FALSE
"GO:0061303",12,"Down",0.180533062220485,0.596457581618541,"Down","Down","Down",FALSE
"GO:0036120",21,"Up",0.181058581559561,0.596977412740481,"Up","Up","Up",FALSE
"GO:0002087",12,"Up",0.181595902297009,0.597039300815562,"Up","Up","Up",FALSE
"GO:0032570",32,"Down",0.181814437285398,0.597039300815562,"Down","Down","Down",FALSE
"GO:0048041",22,"Up",0.181367682365231,0.597039300815562,"Up","Up","Up",FALSE
"GO:0015824",10,"Up",0.18306073918185,0.597899994908463,"Up","Up","Up",FALSE
"GO:0045778",16,"Up",0.182741930439875,0.597899994908463,"Up","Up","Up",FALSE
"GO:0050770",16,"Up",0.182963675788556,0.597899994908463,"Up","Up","Up",FALSE
"GO:1904903",10,"Down",0.182390666062865,0.597899994908463,"Down","Down","Down",FALSE
"GO:0000380",21,"Up",0.184345740273391,0.598077635332896,"Up","Up","Up",FALSE
"GO:0042789",36,"Up",0.184259758570594,0.598077635332896,"Up","Up","Up",FALSE
"GO:0045050",10,"Down",0.184111622886612,0.598077635332896,"Down","Down","Down",FALSE
"GO:0048208",19,"Down",0.183618889604223,0.598077635332896,"Up","Down","Down",FALSE
"GO:0048511",54,"Up",0.183869019863597,0.598077635332896,"Up","Up","Up",FALSE
"GO:0046329",19,"Up",0.185321575890217,0.600441905884303,"Up","Up","Up",FALSE
"GO:0009749",53,"Down",0.185772003100674,0.601099823614697,"Down","Down","Down",FALSE
"GO:0008645",10,"Down",0.187378420055374,0.605491437147021,"Down","Down","Down",FALSE
"GO:0035108",12,"Up",0.190191968809341,0.608953323782742,"Up","Up","Up",FALSE
"GO:0042327",19,"Up",0.190203939403745,0.608953323782742,"Up","Up","Up",FALSE
"GO:0042711",10,"Down",0.189628371400577,0.608953323782742,"Down","Down","Down",FALSE
"GO:0043410",154,"Down",0.189791780932503,0.608953323782742,"Down","Down","Down",FALSE
"GO:0046512",11,"Up",0.188799788018533,0.608953323782742,"Up","Up","Up",FALSE
"GO:0050860",20,"Down",0.189046870830215,0.608953323782742,"Down","Down","Down",FALSE
"GO:1902042",25,"Down",0.189649246140425,0.608953323782742,"Down","Down","Down",FALSE
"GO:0044782",15,"Up",0.190540778504268,0.608994312948068,"Up","Up","Up",FALSE
"GO:0048854",17,"Up",0.190717972079621,0.608994312948068,"Up","Up","Up",FALSE
"GO:0042098",38,"Down",0.191135310155004,0.60952598907698,"Down","Down","Down",FALSE
"GO:0030194",14,"Down",0.192384310078812,0.610428282335142,"Down","Down","Down",FALSE
"GO:0051489",10,"Up",0.192423071715522,0.610428282335142,"Up","Up","Up",FALSE
"GO:0060997",12,"Up",0.191860421077104,0.610428282335142,"Up","Up","Up",FALSE
"GO:0061744",18,"Up",0.19217250720137,0.610428282335142,"Up","Up","Up",FALSE
"GO:0051932",22,"Up",0.193466601929438,0.61293851719496,"Up","Up","Up",FALSE
"GO:0072359",11,"Up",0.193971255002625,0.612939076276174,"Up","Up","Up",FALSE
"GO:0090398",51,"Down",0.193773792319623,0.612939076276174,"Down","Down","Down",FALSE
"GO:0001666",144,"Down",0.196119485731019,0.613460482303407,"Down","Down","Down",FALSE
"GO:0001952",12,"Up",0.196290099532011,0.613460482303407,"Up","Up","Up",FALSE
"GO:0001964",13,"Down",0.196660788359816,0.613460482303407,"Down","Down","Down",FALSE
"GO:0006396",60,"Up",0.195551837580456,0.613460482303407,"Up","Down","Up",FALSE
"GO:0040015",10,"Down",0.1964725572545,0.613460482303407,"Down","Down","Down",FALSE
"GO:0042987",11,"Up",0.195687045190437,0.613460482303407,"Up","Up","Up",FALSE
"GO:0045056",11,"Up",0.196338178824974,0.613460482303407,"Up","Up","Up",FALSE
"GO:0045197",26,"Up",0.19660664946686,0.613460482303407,"Up","Up","Up",FALSE
"GO:0050919",30,"Up",0.194699708536406,0.613460482303407,"Up","Up","Up",FALSE
"GO:0051279",15,"Down",0.195940661901579,0.613460482303407,"Down","Down","Down",FALSE
"GO:2000036",10,"Up",0.197112829310829,0.61408227592989,"Up","Up","Up",FALSE
"GO:0000723",48,"Up",0.1979129775788,0.614446368575782,"Up","Up","Up",FALSE
"GO:0006936",58,"Down",0.198999708670428,0.614446368575782,"Down","Down","Down",FALSE
"GO:0031016",22,"Up",0.198824010510348,0.614446368575782,"Up","Up","Up",FALSE
"GO:0034314",10,"Down",0.198015568912587,0.614446368575782,"Down","Down","Down",FALSE
"GO:0045055",15,"Down",0.198017245180198,0.614446368575782,"Down","Down","Down",FALSE
"GO:0098656",27,"Up",0.198929933020988,0.614446368575782,"Up","Up","Up",FALSE
"GO:1990748",13,"Down",0.198715116871621,0.614446368575782,"Down","Down","Down",FALSE
"GO:0006376",18,"Up",0.199568745782845,0.615421386106995,"Up","Up","Up",FALSE
"GO:0007009",15,"Up",0.200808685849485,0.618460211171417,"Up","Up","Up",FALSE
"GO:0042594",34,"Down",0.201194713202726,0.618864750737497,"Down","Down","Down",FALSE
"GO:0006366",187,"Down",0.202895428432176,0.619054262389466,"Down","Down","Down",FALSE
"GO:0008333",35,"Up",0.202992232219586,0.619054262389466,"Up","Up","Up",FALSE
"GO:0009100",10,"Up",0.20188465311857,0.619054262389466,"Up","Up","Up",FALSE
"GO:0032480",24,"Down",0.202774955065783,0.619054262389466,"Down","Down","Down",FALSE
"GO:0071625",14,"Up",0.203294362710615,0.619054262389466,"Up","Up","Up",FALSE
"GO:0071773",26,"Up",0.203046026352539,0.619054262389466,"Up","Up","Up",FALSE
"GO:0090280",14,"Down",0.202171205779126,0.619054262389466,"Down","Down","Down",FALSE
"GO:2000300",28,"Up",0.202896152860087,0.619054262389466,"Up","Up","Up",FALSE
"GO:0007194",15,"Up",0.205309451318927,0.622216134143571,"Up","Up","Up",FALSE
"GO:0010165",16,"Down",0.205305009842388,0.622216134143571,"Down","Down","Down",FALSE
"GO:0044849",15,"Down",0.205148958646912,0.622216134143571,"Down","Down","Down",FALSE
"GO:2000377",19,"Down",0.205356929869607,0.622216134143571,"Down","Down","Down",FALSE
"GO:0003161",14,"Up",0.206294955132416,0.622805828692253,"Up","Up","Up",FALSE
"GO:0006509",21,"Up",0.206320449422742,0.622805828692253,"Up","Up","Up",FALSE
"GO:1902455",19,"Up",0.205814151715583,0.622805828692253,"Up","Up","Up",FALSE
"GO:0006821",27,"Down",0.207647551007128,0.624525337143208,"Down","Down","Down",FALSE
"GO:0043484",60,"Up",0.20811450194124,0.624525337143208,"Up","Up","Up",FALSE
"GO:0044314",10,"Up",0.208129120216705,0.624525337143208,"Up","Up","Up",FALSE
"GO:0045214",37,"Down",0.208175112381069,0.624525337143208,"Down","Down","Down",FALSE
"GO:0046328",14,"Up",0.207730648102407,0.624525337143208,"Up","Up","Up",FALSE
"GO:0048147",31,"Down",0.208436991148337,0.624539936486386,"Down","Down","Down",FALSE
"GO:0008209",16,"Down",0.209029379956222,0.625543587800025,"Down","Down","Down",FALSE
"GO:0007179",79,"Up",0.209801458595862,0.627081850415675,"Up","Up","Up",FALSE
"GO:0008053",17,"Down",0.21009672802259,0.62719293500601,"Down","Down","Down",FALSE
"GO:0000079",26,"Down",0.21168224386758,0.629356967872579,"Down","Down","Down",FALSE
"GO:0010506",64,"Up",0.211857613053403,0.629356967872579,"Up","Up","Up",FALSE
"GO:0018279",19,"Up",0.211822627541998,0.629356967872579,"Up","Up","Up",FALSE
"GO:0031145",18,"Down",0.211793331849635,0.629356967872579,"Down","Down","Down",FALSE
"GO:0006491",15,"Up",0.212217014341431,0.629654877716333,"Up","Up","Up",FALSE
"GO:0030336",116,"Up",0.21303336373478,0.631263171484072,"Up","Up","Up",FALSE
"GO:0090307",38,"Up",0.213278627073425,0.631263171484072,"Up","Up","Up",FALSE
"GO:0005513",11,"Up",0.214498546966649,0.634101543952503,"Up","Up","Up",FALSE
"GO:0001682",10,"Down",0.218864797426976,0.6349841907313,"Down","Down","Down",FALSE
"GO:0002076",15,"Down",0.218210214843531,0.6349841907313,"Down","Down","Down",FALSE
"GO:0006892",16,"Up",0.218492040048307,0.6349841907313,"Up","Up","Up",FALSE
"GO:0006919",50,"Down",0.221325585115574,0.6349841907313,"Down","Down","Down",FALSE
"GO:0007162",36,"Up",0.215150119983121,0.6349841907313,"Up","Up","Up",FALSE
"GO:0007585",22,"Up",0.2164519599903,0.6349841907313,"Up","Up","Up",FALSE
"GO:0008156",11,"Up",0.219828178144577,0.6349841907313,"Up","Up","Up",FALSE
"GO:0009612",45,"Down",0.221591190839565,0.6349841907313,"Down","Down","Down",FALSE
"GO:0022011",16,"Up",0.216503556480424,0.6349841907313,"Up","Up","Up",FALSE
"GO:0030217",29,"Down",0.216667529859019,0.6349841907313,"Down","Down","Down",FALSE
"GO:0032147",17,"Down",0.216766993642423,0.6349841907313,"Down","Down","Down",FALSE
"GO:0032790",16,"Up",0.219260324996983,0.6349841907313,"Up","Down","Up",FALSE
"GO:0032956",78,"Down",0.218786000577411,0.6349841907313,"Down","Down","Down",FALSE
"GO:0034220",96,"Up",0.221190670288532,0.6349841907313,"Up","Up","Up",FALSE
"GO:0042531",22,"Down",0.219311619662104,0.6349841907313,"Down","Down","Down",FALSE
"GO:0045744",11,"Down",0.218747353595512,0.6349841907313,"Down","Down","Down",FALSE
"GO:0045814",34,"Up",0.219606529045786,0.6349841907313,"Up","Up","Up",FALSE
"GO:0050765",12,"Down",0.219622272580301,0.6349841907313,"Down","Down","Down",FALSE
"GO:0050901",18,"Down",0.217795996852377,0.6349841907313,"Down","Down","Down",FALSE
"GO:0051090",14,"Down",0.221475998747127,0.6349841907313,"Down","Down","Down",FALSE
"GO:0071233",10,"Up",0.220386007073531,0.6349841907313,"Up","Up","Up",FALSE
"GO:0090316",20,"Up",0.220094794650793,0.6349841907313,"Up","Up","Up",FALSE
"GO:0140374",48,"Down",0.215423037290363,0.6349841907313,"Down","Down","Down",FALSE
"GO:1902459",42,"Up",0.219986701501154,0.6349841907313,"Up","Up","Up",FALSE
"GO:1904322",12,"Up",0.22082887827193,0.6349841907313,"Up","Up","Up",FALSE
"GO:1904753",11,"Up",0.220677868211721,0.6349841907313,"Up","Up","Up",FALSE
"GO:0036376",14,"Up",0.223506435208976,0.639718065439117,"Up","Up","Up",FALSE
"GO:0007015",116,"Down",0.223899053062123,0.640087881107011,"Down","Down","Down",FALSE
"GO:0050776",26,"Down",0.224650959354257,0.640729848862493,"Down","Down","Down",FALSE
"GO:0070914",10,"Up",0.22461298594305,0.640729848862493,"Up","Up","Up",FALSE
"GO:0043588",33,"Down",0.225042135273286,0.641093070004788,"Down","Down","Down",FALSE
"GO:0008625",39,"Down",0.226628271598855,0.644855620591589,"Down","Down","Down",FALSE
"GO:0018105",62,"Up",0.227416293343722,0.64573350840801,"Up","Up","Up",FALSE
"GO:0071168",17,"Up",0.227468264690229,0.64573350840801,"Up","Up","Up",FALSE
"GO:2000045",44,"Down",0.228041932622346,0.646606646758809,"Down","Down","Down",FALSE
"GO:0021953",11,"Up",0.228362223991379,0.646760144870688,"Up","Up","Up",FALSE
"GO:0050918",30,"Down",0.229653307377287,0.649659530764619,"Down","Down","Down",FALSE
"GO:0007098",33,"Up",0.230270527909843,0.650327235951799,"Up","Up","Up",FALSE
"GO:0021895",12,"Up",0.230692212917881,0.650327235951799,"Up","Up","Up",FALSE
"GO:0097242",16,"Down",0.230566501738366,0.650327235951799,"Down","Down","Down",FALSE
"GO:0006661",36,"Up",0.231556472404998,0.651469925558691,"Up","Up","Up",FALSE
"GO:0050847",12,"Up",0.231633751309757,0.651469925558691,"Up","Up","Up",FALSE
"GO:0032508",42,"Up",0.232322570786329,0.651898206709908,"Up","Up","Up",FALSE
"GO:0035235",18,"Up",0.23208280472876,0.651898206709908,"Up","Up","Up",FALSE
"GO:0001501",106,"Down",0.233907866490625,0.653348845389133,"Down","Up","Down",FALSE
"GO:0015909",12,"Down",0.234129895453301,0.653348845389133,"Down","Down","Down",FALSE
"GO:0043087",35,"Up",0.234294988560134,0.653348845389133,"Up","Up","Up",FALSE
"GO:0045786",45,"Down",0.234213184917932,0.653348845389133,"Down","Down","Down",FALSE
"GO:1902166",12,"Up",0.234452754394783,0.653348845389133,"Up","Up","Up",FALSE
"GO:2000035",10,"Up",0.23344108650539,0.653348845389133,"Up","Up","Up",FALSE
"GO:0010820",12,"Up",0.235021057164773,0.654182324066893,"Up","Up","Up",FALSE
"GO:0008542",39,"Up",0.236226062543035,0.65550639181442,"Up","Up","Up",FALSE
"GO:0010575",27,"Down",0.236186172024507,0.65550639181442,"Down","Down","Down",FALSE
"GO:2001222",17,"Up",0.236306007913347,0.65550639181442,"Up","Up","Up",FALSE
"GO:0090630",30,"Up",0.236882343044424,0.65635586499196,"Up","Up","Up",FALSE
"GO:0050862",17,"Down",0.237898453104704,0.658420547886595,"Down","Down","Down",FALSE
"GO:0022408",11,"Up",0.239075702434276,0.660174951040104,"Up","Up","Up",FALSE
"GO:0071223",10,"Down",0.238913381624999,0.660174951040104,"Down","Down","Down",FALSE
"GO:1901379",22,"Down",0.239355862226448,0.660198348706321,"Down","Down","Down",FALSE
"GO:0051764",13,"Down",0.240530869257608,0.661231132405823,"Down","Down","Down",FALSE
"GO:0070986",12,"Up",0.240241966730266,0.661231132405823,"Up","Up","Up",FALSE
"GO:2000647",18,"Up",0.240546634175616,0.661231132405823,"Up","Up","Up",FALSE
"GO:0003073",10,"Up",0.241485564240324,0.661981131501604,"Up","Up","Up",FALSE
"GO:0042325",11,"Up",0.24139222394267,0.661981131501604,"Up","Up","Up",FALSE
"GO:0045184",34,"Up",0.241636734009022,0.661981131501604,"Up","Up","Up",FALSE
"GO:0030520",15,"Up",0.242463839903765,0.662752678252136,"Up","Up","Up",FALSE
"GO:1900227",17,"Up",0.24235432307333,0.662752678252136,"Up","Up","Up",FALSE
"GO:0010466",84,"Down",0.243034860057097,0.662973500286227,"Down","Up","Down",FALSE
"GO:0043303",20,"Down",0.243153372971352,0.662973500286227,"Down","Down","Down",FALSE
"GO:0055088",41,"Down",0.243363112039224,0.662973500286227,"Down","Down","Down",FALSE
"GO:0045954",20,"Down",0.245050534931633,0.666076957364505,"Down","Down","Down",FALSE
"GO:0046907",25,"Up",0.245020905404902,0.666076957364505,"Up","Up","Up",FALSE
